,rating,review,name,address
10,5,Oh man. Been vegan 5 years and have eaten in many places but this has to be amongst the top 3. The place which used to be Eat at Jumbos has been completely redone and is really cute. The service was great. The owner was there and is super nice but now comes the best part. The food was incredible. If he keeps this up it is bound to become a top vegan destination!,Sassafras,"688 Broadway Somerville, MA 02144"
11,2,Over priced dessert ($13 for a slice of carrot cake) and unimpressive appetizer. Would not recommend this capitalist vegan place. There are many other restaurants to support.,Sassafras,"688 Broadway Somerville, MA 02144"
12,5,"Really great high end style vegan food! A rare find in the Boston area to say the least. We had the sliders, garlic knots, salad, and 'crab' mushrooms caps -- all AMAZING. The server was so nice and we got to sit outside on the sidewalk. Wonderful experience - will be going back!",Sassafras,"688 Broadway Somerville, MA 02144"
13,5,"Had the opportunity to try out some dishes at Sassafras in Somerville today. Â This restaurant will be taking over for Eat at Jumbo's and seems to be a collaboration between Grover (Eat at Jumbos) and Chris (chef behind many of the new menu items). Â The restaurant will be 100% vegetarian with tons of vegan options and is currently working through deciding what will go on the menu. Â We had the opportunity to try the Vegan fish sandwich, Vegan lobster roll, Vegan Mac and cheese and a Vegan chicken cutlet sandwich. Â We are very impressed with the flavors of all of the food we had and especially enjoyed the Vegan fish sandwich. Â It is still TBD what will Â go on the menu when the restaurant fully opens up over the next couple of weeks, but our visit and the redesigned interior had us very excited for what is in store for this spot. Â Eat a Jumbo's was already a gem, but now it will have a new name, tons of new vegan and vegetarian options and it has a significant spruced up interior.",Sassafras,"688 Broadway Somerville, MA 02144"
14,5,"Sassafras has raised the bar for the Boston vegan/vegetarian food scene. Â Taking comfort food to a whole new level, this spot has created the most innovative plant-based menu around. Â The seitan ribs will easily be the best meal you'll have all year. Â The spaghetti and meatballs would feel at home on any menu in the North End. Â The chick-un prepared any way is fantastic, as are the vast vegan and vegetarian pizza options. Â  The crab stuffed mushrooms aren't to be missed, neither is the chick-un buffalo dip. Â Be sure to save room for some of the most decadent and delicious desserts around Â Five stars isn't enough for Sassafras. Â And yes, this isn't Taco Bell, so don't expect to find a dollar menu. Â But do expect to be amazed, and ready to become a regular.",Sassafras,"688 Broadway Somerville, MA 02144"
15,5,"Sassafras doesn't just offer vegan options; they offer FANTASTIC #vegan options and quite possibly the best cinnabons money can buy Everything from the quality of the food, to the ambiance, to the service-Sassafras is what the dining out experience is all about!",Sassafras,"688 Broadway Somerville, MA 02144"
16,5,"Amazing. Everything about it was great! The food was so fresh and satisfying. The place was wicked clean, I sat outside and the waitress was just wicked sweet. Will def be back again. I want all the vegan food. Try and sit outside, it's better. :)",Sassafras,"688 Broadway Somerville, MA 02144"
17,5,"Great vegan menu with lots of variety. If folks know the area, the food is somewhere between veggie galaxy and true bistro in terms of style - it's a bit more on the upscale but still with some comfort classics. We got the pot roast, pepperoni pizza, and the blooming onion. All delicious and really well done. The photos tell the rest of the story!",Sassafras,"688 Broadway Somerville, MA 02144"
18,5,I loved Jumbos but this place is the perfect upgrade for veg food. Only went for bfast so far and was very impressed! There are some cheaper options but mostly 'fancy' brunch options. I loved the spicy chick sandwich and the bagel with 'bacon' and chive vegan spread. Recommend the cold brew and OJ for bevs. I really appreciate that this place offers unique veg dishes - I'm excited to try dinner!,Sassafras,"688 Broadway Somerville, MA 02144"
19,5,"Went for a date tonight and had the good luck to be seated next to Grover (owner) who was engaging and informative. Husband had the fish sandwich and I got the buffalo cauliflower gyros, and we split a side of Mac n cheese. First off, portions are HUGE. And second, they taste amazing. Like, tears came to my eyes good. Even husband who is a hardcore carnivore adored it and polished off mine as well as his. All the staff was attentive and prompt with their responses. We were full but got dessert anyway. The nutterbutter chocolate cake is the stuff of dreams. Enough to feed at least 4 people, it's going to keep me happy for days. Simple and comfortable decor, loved the wooden cutting boards they use for serving. Make this your next meal out for sure!!!!",Sassafras,"688 Broadway Somerville, MA 02144"
20,5,Awesome Greek restaurant in Assembly Row which offers two dining experiences.... counter service or table service. Â The table service offers up a greater selection of food choices and alcoholic beverages.Came for a quick business lunch and ordered counter service. I ordered the kale salad with chicken and side cup of lamb chili. They were both excellent. Â The salad was made fresh to order and was presented in a huge bowl. The lamb chili was full flavored and loaded with chopped lamb meat. I would order both again.My colleague ordered a Gyro and said that it was the best he has ever had! Â Great addition to Assembly Row.Will definitely be back!,Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
21,4,"A surprising delicious find! My friends and I came on a random weekday night for dinner and between the 3 of us - shared the Olympian platter and were happily stuffed! The platter came with a mixture of lamb chops, chicken wings, kebabs, sausages, fries, Spanakopita, pita, and a cheesy spread! Everything was beautifully, artfully marinated and quality was top notch. My fave was definitely the lamb chops, and the next time I'm Â back I know I'm gonna go straight for the gold and only order the chops! The only thing I would've been happy to forgo would be the sausages. They simply paled in comparison to the other delicious meats! Drop by for a tasty, meaty meal!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
22,5,"Yes yes yes. As if there weren't already enough amazing restaurants in my area, I can now add Zo Greek to the list. I like that you can choose what kind of dining experience you want upon walking in. We stayed to the right near the dining and bar area which offers a larger menu and a slightly more formal experience.The waitress was an angel and let me try a couple of wines before I ordered. To start we had the spread sampler, the star of which was the Tzatziki. It was thick and creamy and served with yummy warm pita. In fact, the pita was so good that we decided against our original choice of ordering different meat skewers for dinner, and just went with Pork gyros. They were DELICIOUS and huge. I only ate half of mine and took the rest home. The fries that they were served with were also some of the most slammin' fries i've ever had. Think steak fries, but crispier and more delicious on that outside than your average. We'll definitely be back here!!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
23,5,"Opa! We had a 5-star-worthy Greek culinary experience at Zo on Saturday night.Upon entering, you are immediately tasked with a decision: veer left for the casual menu (pitas, rice bowls, etc) or turn right for the sit-down restaurant experience with extended menu.I want allll the options, so we go right and sit ourselves down. Our waitress soon comes over to hand us menus and explains that the meze plates all vary in size, so we can order a few to share. Also, for +$8 you can turn a meze into a dinner plate with salad + fries/rice. Good to know!After looking over all the options, we went for the dolmadakia (stuffed grape leaves), pastitsio (kind of like a Greek lasagna), and the locanico (Greek sausage) dinner plate.Our friendly waitress asked how we'd like the food to come out, and we said just as it's ready. So first to arrive were the dolmadakia. These were presented beautifully with a fresh lemon slice on top of the 4 grape leaf-wrapped rice bundles. The pool of olive oil they were bathing in was so delicious. The rice mixture had great herbs/spices, and the entire thing had a slight lemony flavor which was outstanding. These were happily devoured.The pastitsio came next, which is two pasta layers encasing ground beef a la lasagna. This creamy, hearty dish is the epitome of comfort food. The portion was quite big for a ""meze"" and the meat was spiced wonderfully. It's the kind of food you can't help but dig into.The locanico dinner with salad and fries was a great portion. The sausage had nice flavor, a bit smoky and charred and perfectly seasoned. The fries came out crispy & hot, and it was nice to have the Greek salad with feta, olive, cucumber, and tomato to balance things out.We left feeling full but still energized, not gross as you would typically feel after a large meal. And before we even left, we talked about returning to try more dishes and desserts. The Mediterranean diet is one of the best for you, and now I can see why -- you feel great and are also a happier person!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
24,5,"ZO IS MY ABSOLUTE FAVORITE GREEK FOOD IN MASSACHUSETTS! when I used to work in the financial district I would eat at Zo on state street and in government center every single week. I am so happy the opened a location at Assembly row.I really recommend their salads, rice plates, gyros, soups, spinach pie, and desserts. EVERYTHING from here is AMAZING. The customer service is always top notch. All the employees are always so friendly, nice, efficient, and very professional. This location also have a bar service with a special menu. All around 5 stars!!!! Best food, service, staff and drinks.",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
25,5,"Had a great experience at Zo. The place is very nice with beautiful windows (like the rest of assembly). Gf ordered a margarita that was surprisingly good. The chicken and pork gyros were both good, but the chicken was definitely the Â best. Super moist and flavorful. The price was extremely reasonable with portions big enough that neither of us could finish. Also our waitress was very sweet and attentive.",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
26,5,"Ok where do I begin!? We stopped in about a month ago for lunch (soup and gyros) and fell in love. Â I had the fasolada and she had the lentil. Â Since then we have returned numerous times on Sunday nights. Â We've had the Olympian (a plate filled with grilled meats and heaven) as well as Â the spanakopita and baklava cheesecake. Â The food is so fresh, flavorful and delicious but it's the atmosphere that has us sold. Â Coming from an Italian family, Sunday dinner is everything. Sadly time goes on and traditions change but this place has filled a void for me and my girlfriend. Â The family vibe, the friendly faces and conversation from owners and staff only elevate the quality of food. Â Did I mention the authentic Greek wines, beer, and cocktails? Tonight we left knowing that we have a new place for ""family dinner"" on Sundays. Thank you Zo! We love you!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
27,4,Awesome! I didn't know there's a bar area on the side. I got a chicken gyro and lentil soup. The pita was amazingly soft. Love it. Can't say enough. Just try for yourself. I will be coming back to try some other stuff on the menu.,Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
28,5,"YUM! I really didn't expect to like this place. The lines for Sunday brunch in Assembly Row were long, so we decided to just pop into Zo to eat. We got the pork gyro plate, chicken gyro, and a kale salad. The portions were generous. The pita was so soft, hot and delicious. The gyro plate came with crunchy potato wedges. My boyfriend loved them! The kale salad wasn't a normal boring salad. I loved the thinly sliced fennel, roasted sweet potatoes, and apple. It had a good balance of crunch and flavor. The waiter was really attentive and nice. I want to come back to try the zucchini fritters!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
29,5,"These guys are great. Â A friendly welcome, great food, great prices and a good little bar. I wanted to grab a quick bite to eat for lunch recently and had not tried this new location. Â  It was nice and clean and the service was quick and friendly. For food, I got the Chicken Gyro and the Lamb Chili. Â  The Gyro was full of chicken, moist, the pita was fresh and all of the vegetables were very fresh and flavorful. Â  The lamb chili was the perfect amount of spice and full of meat. Â  Overall, the food was great and I will be back for lunch whenever I am in the area.",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
30,5,"So delicious and wish I had a Zo brick and mortar near me because the truck just isn't as good. We went to check it out this past weekend before running some errands in Assembly. One thing to note is that during lunch it's mostly a take out spot. They do have seats and the restaurant itself is nice, but the bar and the bigger food menu isn't available until 3, which I wasn't aware of. We were starving so each got a gyro (pork for me and chicken for him), plus stuffed cabbage and tomato soup. Everything was wonderful and very reasonably priced. The stuffed cabbage came topped with a lemony sauce; they might have been my favorite part of the meal. So simple yet such comfort food. My pork gyro was glorious. Decadent yet didn't make me feel unhealthy eating it. Everything was so fresh. The portion was also huge! I couldn't finish my gyro! I definitely want to check it out again at night when we can hopefully sit at the bar and order more of their dinner offerings!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
31,4,"Authentic and quaint restaurant nestled in Assembly Row. Â  It is located on the newer side over near Fit Row. I got the chicken gyro and it was delish! I was missing feta and fries, some places do that and I love it. The portions were big and so was the flavor. It's a great spot for lunch and would definitely go again!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
32,5,"The second I tried their chargrilled wings, I felt like I was transported back to my home town in Lebanon. I so wanted to order a second round. I live 10mins walking distance from here. I'm definitely coming back.",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
33,2,"I came in here last week and while I did like the food I was really disappointed with the service. I ordered the chicken rice bowl and I asked them if I could add olives to the bowl which they said was fine. When I got to the register I was then informed it was $1 for the olives, I am fine paying more for adding ingredients that are really costly (eggs, avocado, meat, etc.) but paying $1 for 5 olives is outrageous, especially considering I was not told there was an up charge upfront.",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
34,5,"Absolutely delicious. I was craving a chicken kabob salad and I was super impressed. The chicken was delicious and thinly sliced. Everything in the salad was fresh. The Greek dressing was perfect. I want to eat here everyday!Ordered here again tonight, absolutely amazing!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
35,5,This is a great little spot. I love Greek food and this place hits a home run. The food is great and I mean all of it. They use the best ingredients especially the meat and vegetables. It's a very clean but simple place to dine. They have Greek wine on tap that is very good. The staff is also great and the owners care about what they put out. Â If you love lamb they probably make some of the best I have ever had. The salads are great and the gyros are perfect. It's good to see people putting out quality food with no fuss! If I could give it 10 stars I would!,Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
36,5,"This place is dangerous! Located right next to my gym, I can just pop in. I ordered their Greek fries (sooooo good and large portions), and the vegetarian pita. The food was so fresh, I didn't wait very long for my to go order. The only problem you will have is deciding what to get. The manager wasn't very friendly but the guy who took my order made up for it. So i won't take away any stars! Definitely coming back to try the VEGan Split pea soup! What? Split pea soup without ham or bacon?? Yes please!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
37,5,"OUTSTANDING everything. Â Greek food is meant to be fresh, simple and delicious. Â Zo does this to perfection. Â We ordered 2 appetizers - tzatziki and octopus. Â The octopus was perfectly done and seasoned with just the right amount of olive oil, lemon and capers. Â The tzatziki was served with warm pita bread and also perfectly garlicky. Â For dinner we both had the classic pork gyro and it was so amazingly good.The cocktail menu is also very impressive. Â My date had a drink with masticha liqueur from Chios and although it was a bit sweet it was refreshing on a Â hot day. Â There's a selection of great local beers (Night Shift) as well as authentic Greek beers.The service was also good. Although it was very busy, the waitress took the time to answer questions and explain some of the menu items.Can't wait to go back and try the lamb chops!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
38,5,Excellent Greek food. Definitely try the Greek fries! Goat cheese and fig appetizer and the salad were delicious. Huge portions. Highly recommend.,Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
39,5,"I went to this restaurant for a business lunch and it was amazing! Â The chili was awesome and The Original Gyro was super delicious! Â I highly recommend this this spot for lunch, you will not be disappointed!",Zo Greek,"355 Revolution Dr New Partner's Healthcare Bldg Somerville, MA 02145"
40,5,"I was in town for business and this restaurant was pretty close to my hotel.I decided to visit this area after an Uber driver told me that was a nice place to have dinner and walk around.I was craving for some Japanese food so this was my option for the night.I got there around 7pm and they were busy but nothing crazy. Since I was by myself I decided to sit at the bar.The staff was really nice and since I was sitting at the bar near the guys who were preparing the sushi I got many samples of sushi for free which I though was very cool.I has a drink that I do not recall the name but was really good.I had the Lobster rangoon that I LOVED and really recommend and two different types of rolls: Philadelphia and another one I don't remember the name but it had shrimp, avocado and cucumber.I really enjoyed my meal, their menu has many interesting options. Too bad I live out of town, if not I would dine in place all the time.If you like Japanese food this is a must go while in town!",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
41,5,"I wasn't expecting too much--I was prepared for a run of the mill experience. To my surprise, they were happy and able to seat a party of five in less than 10 minutes on a Friday evening! Our waitress, Diana, was so personable I wanted to friend request her! Haha. The price was pretty reasonable; the food came in about 10-15, was steaming hot, and DELICIOUS. I ordered a bowl of the assembly fried rice, and sampled their spicy beef udon and edamame. I also had a Shirley temple and was sooo happy! Overall, a great experience, and one I wouldn't mind repeating in the near future.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
42,4,Early dinner while shopping and exploring the Assembly Row center. Fuji was not very busy on this evening and so I was immediately seated at one of the tables along the wall. Awesome that there was a power outlet there as well so I could recharge my phone!Service was friendly and helpful. The young lady has clearly been practicing her sincere smile.I had a good chirashi for dinner. Not a huge portion but the sushi was fresh and tasty. I'd have this again but definitely would supplement with something else.,Fuji at Assembly,"320 Canal St Somerville, MA 02145"
43,5,"If you're in Assembly Row, stopping by Fuji for a bite to eat is not to be missed! This delicious Japanese sushi bar is spacious with generous table and bar space. My favorite spot is at the bar. Here you can find my favorite welcoming waiter, Ray, who is sure to make your experience fun and memorable! Everything I've sampled has been fresh and delicious. I'd hands down recommend getting a bento box. The salmon teriyaki bento box is my favorite! The portion is generous, and you get a great selection of options from their menu. I found that it was a great way to sample items to pick what you want to eat the next time. All their rolls are made fresh, and the sushi is created perfectly. Don't forget to request some sake to sip on as you eat your meal.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
44,4,"My husband and I enjoyed our dinner here on a Monday night. It was a quiet night and although we made reservations, we could have picked where to sit because there were maybe 3 other small parties of people there. I ordered an udon soup that came with tempura. It was really delicious and comforting especially on the cold evening (mind you, I live in Hawaii). I was surprised how filling and big the portion was considering it was one of the cheapest things on the menu. The soup had vegetables (yummy mushrooms) and the plate of tempura had shrimp and various vegetables. I walked out as a content customer and felt warm!My husband got a tuna sashimi dish which was also good. He ordered a unique sauce with French onions and spicy mayo to go for it. It was ok and not typical of Japanese dishes. The bowl was small but filling combined with all the tempura in my dish.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
45,4,"I'm a fan of the Fuji location in Quincy so I was pleasantly surprised to find the same menu here.The staff was great and the hostess moved two tables together to give me a place for my baby stroller.I had the seared special lunch - a delicious treat of a meal!The waitstaff was great, letting me take my time to finish. (I had my 6 month old with me & she wanted to sit with Mom - which slows my ability to eat.)I'll definitely be back when I'm at Assembly Row again.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
46,4,My family and I ordered dinner from this restaurant:We ordered:* salmon sashimi* seared salmon sushi* spicy salmon roll* caterpillar roll* stir fry beef udon* sunset maki* pan fried dumplings* lobster rangoons* spicy chicken slivers* assembly fried riceThe sushi and sashimi was fresh. I liked the spicy salmon and seared salmon sushi. The stir fried beef udon was good as well.,Fuji at Assembly,"320 Canal St Somerville, MA 02145"
47,4,"This place is clean and modern looking. The price is your typical high end sushi place. Although it's odd. It's a fusion of Japanese and Chinese. The hokkai yaki was yummy but it doesn't look appetizing. However, don't judge a book by its cover. It was spicy and soft and salty and just yummy. It looks more like a spicy pancake/crepe than scallops but its good. The toro nigiri was fantastic. It was fatty and i love the presentation to include gold flakes. The seared maguro was yummy as well. Bruins roll was delicious. I'd order that again in a heartbeat.Def willing to come back and try the chinese food dishes. The menu looked Â delish as well.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
48,4,"We love coming here for sushi! Every sushi place I have been to gets your food out quickly, but this place is the quickest! The spicy tuna and space salmon rolls are our favorite! They have really perfected those rolls Â the only comment I can make about why I didn't give them 5/5 stars is that their rolls are small in size when comparing to other sushi places.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
49,4,"I came here here on a Tuesday evening and was seated immediately. Our server was friendly but she was not very attentive, we had to ask her to refill water and tea. FYI, the hot tea is not free like in some restaurants, it costs 1.50 per cup! The husband and I decided to share 3 sushi rolls between us, so we ordered: Rowing down the mystic - get this if you like salmon! The spicy mayo taste is quite strong, you might not like this if you don't like mayo.Dragon - this is pretty common in sushi restaurant. Fried tempura with avocado and eel. Can't go wrong with this! Note that this comes in 4 giant pieces instead of 6 or 8 like other rolls Spicy scallop - this was hands down my favorite roll. The fried scallop and tobiko on top of the rolls gave it a nice crunch and texture compared to the other rolls. When you first put it into your mouth you will first taste the spicy mayo on the top, and when you bite into it you can taste the sweetness of the eel sauce inside. Overall the sushi was pretty good Americanized sushi. It might be my ordering choice, but they all seemed quite heavy on the mayo, it was definitely a very rich meal.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
50,4,"I love this place! The sushi is always fresh and made to order, and the decor inside just adds to the experience.Their sweet crispy chili wings are so good! Perfectly crispy with a delicious sweet chili glaze. I only wish they had an option for this as an entree so that I could order more as a meal!I also ordered the lobster Rangoon. I really like their take on this because it's not too overpowered by the filling and it's not too oily like some other rangoons that other establishments make.The scorpion maki was surprisingly very good! I don't normally go for sushi with eel but all the flavors worked well together.The staff here is very nice, and actually engage in conversation with people, which is always a plus. (Especially when you wander in alone after running errands) I will be back !They didn't have duck sauce when I was there, but the bartender made due by offering me some of their other sauces. I didn't know they made theirs fresh, so bonus points for that!",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
51,1,I ordered the rib eye teriyaki to go. Medium well. But when I open the box the beef is red! I couldn't eat it. It was different than when I eat in store. And waste $28!,Fuji at Assembly,"320 Canal St Somerville, MA 02145"
52,4,"We came here for a bite to eat after shopping, looking for good food but something softer on the wallet. Fuji was the perfect place for this!The atmosphere took me by surprise - it's pleasantly spacious with a beautiful open sushi counter and high ceilings. We started off with a complimentary chef's tasting, which was a torched salmon nigiri with eel sauce -- delicious. For appetizer, we had the salmon with wonton crisps. I loved this modern take on nachos! Highly recommend this dish. We had the Sushi deluxe combo rolls, with the scorpion roll and rainbow rolls being my favorite. They have a nice proportion of fish to rice and everything is so fresh that it melts in your mouth. Would definitely return again!!",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
53,3,"Currently the best choice for food in the Assembly Row area IMO. Fancy Asian fusion cuisine isn't my thing but this place is convenient when heading over to AMC for a movie. Took 5-10 min to get seated even tho the restaurant had plenty of seating; front desk wasn't super efficient but it's passable. The food here is consistent and not bad quality--I've had the hot & sour soup and salmon bowl. Both were good but nothing outstanding. The presentation was great but the soup was lacking any sour flavor. The salmon was fresh and the sushi rice on spot on tho. However, I still definitely prefer All Seasons to this place in terms of quality and flavor, especially when they are similar in terms of pricing. All in all, you'll have a good meal here if you're at Assembly, but I wouldn't come here if I weren't already in the area.",Fuji at Assembly,"320 Canal St Somerville, MA 02145"
